"","word","mean","sd","n","mean_M","sd_M","n_M","mean_F","sd_F","n_F"
"1382","scaffold",2.38461538461538,1.20558753126704,39,2.75,1.25131509768092,20,2,1.05409255338946,19
"1383","sandwich",2.4375,1.38976674766064,32,1.85714285714286,0.899735410842437,7,2.6,1.47196014438797,25
"1384","skin",1.97368421052632,1.07770632577192,38,2.11111111111111,1.1826634392157,18,1.85,0.988086934168084,20
"1385","beefsteak",3.12820512820513,1.17382611416206,39,3.26315789473684,1.24016599530322,19,3,1.12390297389803,20
"1386","foam",2.34146341463415,1.21675297611226,41,2.08333333333333,1.08362466945083,12,2.44827586206897,1.27015766446959,29
"1387","squat",3.28571428571429,1.19522860933439,42,3.375,1.1474609652039,16,3.23076923076923,1.2428255648382,26
"1388","collapse",1.84210526315789,0.945153091831465,38,2.16666666666667,0.985184366143778,18,1.55,0.825577947481897,20
"1389","mope",2.55555555555556,1.15470053837925,27,2.46153846153846,1.33012434352235,13,2.64285714285714,1.00820807201863,14
"1390","pro",2.3,1.04267899527107,40,2.06666666666667,1.03279555898864,15,2.44,1.04403065089106,25
"1391","mailman",1.96774193548387,0.982645102694489,31,1.8,1.01418510567422,15,2.125,0.957427107756338,16
"1392","weakness",1.5,0.693888666488711,28,1.76923076923077,0.832050294337844,13,1.26666666666667,0.457737708217063,15
"1393","wash",2.17857142857143,1.09048312190214,28,2.30769230769231,1.18213192894698,13,2.06666666666667,1.03279555898864,15
"1394","current",2.08333333333333,1.15573106115319,36,2.06666666666667,0.961150104723255,15,2.0952380952381,1.30018313728343,21
"1395","tote",2.74193548387097,1.34083908891619,31,3.05555555555556,1.39208781933182,18,2.30769230769231,1.18213192894698,13
"1396","harpoon",2.5,1.29256787338889,42,2.4375,1.41273965518539,16,2.53846153846154,1.24034734589208,26
"1397","rowing",2.12903225806452,0.957146296162747,31,2,0.925820099772551,15,2.25,1,16
"1398","intent",2.12121212121212,1.05349346692255,33,2.08333333333333,0.996204919895622,12,2.2,1.10501250290617,20
"1399","frolic",3.475,1.19802187386392,40,3.45,1.31689427302111,20,3.5,1.10023920844036,20
"1400","streetcar",2.27272727272727,0.984731927834662,22,2.11111111111111,1.16666666666667,9,2.41666666666667,0.90033663737852,12
"1401","lager",2.4,1.32872767765984,30,2.35714285714286,1.44686094473747,14,2.4375,1.26326297077581,16
"1402","sac",3.21621621621622,1.18169217497468,37,3.18181818181818,1.22031860150433,22,3.26666666666667,1.16291915126588,15
"1403","prayer",1.725,0.986771477454607,40,1.70588235294118,0.985184366143778,17,1.73913043478261,1.00983307821135,23
"1404","harm",1.48275862068966,0.687681906073503,29,1.66666666666667,0.778498944161523,12,1.35294117647059,0.606339062590832,17
"1405","rival",2.03125,0.932716289886348,32,1.91666666666667,0.792961461098759,12,2.1,1.02083557106808,20
"1406","tutor",2.2962962962963,1.2345916426967,27,2.07692307692308,1.18754217199071,13,2.5,1.28601949979235,14
"1407","youngster",2.5,1.05169415994414,34,2.2,1.03279555898864,10,2.625,1.05552377272263,24
"1408","brig",2.34375,1.23417400874875,32,2.33333333333333,1.43548112513055,12,2.35,1.13670808176853,20
"1409","yak",3.81818181818182,1.01410506896923,33,3.77777777777778,1.092906420717,9,3.83333333333333,1.00722031037067,24
"1410","carnage",1.88571428571429,1.18250552968309,35,1.54545454545455,0.934198732993827,11,2.08695652173913,1.27611069191654,23
"1411","revenge",1.44,0.869865890046659,25,1.33333333333333,1,9,1.5,0.816496580927726,16
"1412","toothache",1.6,1.06996616124385,30,1.53846153846154,1.12660142429822,13,1.64705882352941,1.05718827974185,17
"1413","pumpkin",2.96153846153846,1.45549357211275,26,3.11111111111111,1.53659074288215,9,2.88235294117647,1.45268514057488,17
"1414","viper",2.03125,1.0920349456774,32,2,1.08012344973464,13,2.05263157894737,1.12909423927748,19
"1415","trainer",2.03225806451613,0.948116412252628,31,1.91666666666667,0.90033663737852,12,2.10526315789474,0.994134846772434,19
"1416","tip",2.76,1.3,25,2.66666666666667,1.43548112513055,12,2.84615384615385,1.21423184538991,13
"1417","trophy",2.33333333333333,1.19721899973786,21,2.53846153846154,1.33012434352235,13,2,0.925820099772551,8
"1418","landslide",1.8,1.15809173668938,35,1.75,1.05528970602217,12,1.86363636363636,1.2457720706245,22
"1419","outhouse",2.8,1.3746472901853,30,2.125,1.5526475085203,8,3.04545454545455,1.25270270585805,22
"1420","gust",2.48484848484848,1.22783376626307,33,2.5625,1.20933866224478,16,2.41176470588235,1.27763568405726,17
"1421","hope",2.37209302325581,1.04706519135638,43,2.11111111111111,0.900254139862666,18,2.56,1.12101144805335,25
"1422","cartridge",1.95,1.23437604097225,20,2.36363636363636,1.36181696807811,11,1.44444444444444,0.881917103688197,9
"1423","pancake",2.85185185185185,1.19947756908849,27,2.76923076923077,1.16575055606865,13,2.92307692307692,1.32045058354705,13
"1424","bash",2.73170731707317,1.22524263400974,41,2.57142857142857,1.20712172424443,21,2.9,1.25236618152662,20
"1425","frock",2.96551724137931,1.49958943478087,29,3.11764705882353,1.57648156273616,17,2.90909090909091,1.37510330190466,11
"1426","powder",2.55263157894737,1.10764831039295,38,2.375,1.25830573921179,16,2.68181818181818,0.994574023980864,22
"1427","uncle",2.44827586206897,1.18279955120262,29,2.44444444444444,0.881917103688197,9,2.45,1.31689427302111,20
"1428","ruin",1.8125,1.08483256870711,48,1.9,1.0711528467276,20,1.77777777777778,1.12089707663561,27
"1429","vogue",2.52380952380952,1.28914885172534,21,2.54545454545455,1.36847625946791,11,2.5,1.26929551764398,10
"1430","ceiling",2.125,0.975506485486286,32,2.21428571428571,0.974961255922229,14,2.11764705882353,0.992619825334483,17
"1431","bolt",2.29787234042553,1.24960678366578,47,2.47058823529412,1.41940335435455,17,2.2,1.15668968806796,30
"1432","pancreas",2.20588235294118,1.27396807354283,34,2.35714285714286,1.33630620956212,14,2.1,1.25236618152662,20
"1433","flares",2.05714285714286,1.16171417824385,35,2.33333333333333,1.23442679969674,15,1.85,1.08942283125661,20
"1434","racer",2.07894736842105,0.996794292730408,38,2.25,0.856348838577675,16,1.95454545454545,1.09009710040514,22
"1435","heir",2.16666666666667,1.01991660691327,30,2.42857142857143,0.937614461876991,14,1.9375,1.06262254195301,16
"1436","divorce",1.41176470588235,0.820851260243809,34,1.41666666666667,0.90033663737852,12,1.42857142857143,0.810643483377778,21
"1437","surround",1.94285714285714,0.998317913022793,35,2.2,1.01418510567422,15,1.75,0.966545666958261,20
"1438","leakage",3.15384615384615,1.15558842819778,26,3.41666666666667,1.16450015288132,12,2.92857142857143,1.14113881811014,14
"1439","novel",2.15789473684211,1.0786958038617,38,1.94444444444444,1.10996673093875,18,2.35,1.03998987849326,20
"1440","latrine",2.86666666666667,1.38298361456704,30,3.09090909090909,1.44599761096244,11,2.73684210526316,1.36797113611354,19
"1441","brassiere",2.9375,1.41278722457965,32,2.58333333333333,1.44337567297406,12,3.15,1.38696943388321,20
"1442","grapevine",2.63888888888889,1.17480157054659,36,2.33333333333333,1.15470053837925,12,2.79166666666667,1.17876747224514,24
"1443","shoddy",2.92105263157895,1.47742615761638,38,2.91666666666667,1.37895436890245,12,2.92307692307692,1.54720591837226,26
"1444","checklist",1.93939393939394,0.89928422715631,33,1.85714285714286,0.864437821507566,14,2.05555555555556,0.937595311059234,18
"1445","seizure",1.38235294117647,0.652022767884352,34,1.2,0.421637021355784,10,1.45833333333333,0.721060008759246,24
"1446","swimming",2.5,0.992395326897746,34,2.58333333333333,1.16450015288132,12,2.45454545454545,0.911684611677104,22
"1447","union",1.90625,1.08833625615047,32,1.92857142857143,1.26881445053645,14,1.88888888888889,0.963381842865745,18
"1448","harlot",3.22727272727273,1.30682523995835,22,3.125,1.64208056179609,8,3.23076923076923,1.16575055606865,13
"1449","glider",2.51612903225806,0.961629441518769,31,2.5625,1.03077640640442,16,2.46666666666667,0.915475416434127,15
"1450","sniff",2.90322580645161,0.978258272294095,31,2.86666666666667,1.12546286774228,15,2.9375,0.853912563829966,16
"1451","plastic",2,1.26491106406735,41,1.94444444444444,1.34917064817928,18,2.04347826086957,1.22393779066381,23
"1452","tonic",2.03846153846154,0.958363990591017,26,1.42857142857143,0.534522483824849,7,2.26315789473684,0.991189255566704,19
"1453","cake",2.75,1.14260910006684,28,2.61538461538462,1.26085034391223,13,2.86666666666667,1.06009882737862,15
"1454","linen",1.97058823529412,0.968763476704604,34,2.1875,0.981070843517429,16,1.77777777777778,0.942809041582063,18
"1455","chemist",1.9,0.922889017125588,30,1.88888888888889,0.927960727138337,9,1.9047619047619,0.943650459903555,21
"1456","shake",2.67857142857143,1.18801332542007,28,2.66666666666667,1.11803398874989,9,2.68421052631579,1.24956132653501,19
"1457","poof",3.37142857142857,1.23873071388119,35,3.13333333333333,1.24594580635795,15,3.55,1.23437604097225,20
"1458","floater",2.88888888888889,1.24721912892465,45,2.41666666666667,1.24011240937215,12,3.06060606060606,1.22319749885786,33
"1459","fad",2.45454545454545,1.30122320075451,33,2.9,1.59513148186739,10,2.26086956521739,1.13687735423707,23
"1460","prison",1.67647058823529,0.94454055643212,34,1.76923076923077,1.16575055606865,13,1.61904761904762,0.804747816162957,21
"1461","base",1.84848484848485,1.12141685272505,33,2.07142857142857,1.26881445053645,14,1.68421052631579,1.00291971424256,19
"1462","peasant",2.83333333333333,1.37260991217989,24,2.77777777777778,1.30170827931778,9,2.86666666666667,1.4573295865416,15
"1463","gloom",1.88888888888889,1.08604197869474,27,1.75,0.886405260427918,8,1.94736842105263,1.17727011016194,19
"1464","utmost",2.125,1.07592225353516,24,1.66666666666667,0.887625364598595,12,2.58333333333333,1.08362466945083,12
"1465","ending",1.81818181818182,0.906923823984585,22,1.4,0.547722557505166,5,1.94117647058824,0.966345450349804,17
"1466","gangster",2.65625,1.28538622286669,32,3.07692307692308,1.18754217199071,13,2.36842105263158,1.30002249193318,19
"1467","sneeze",2.51515151515152,1.32573593055923,33,2.33333333333333,1.43548112513055,12,2.61904761904762,1.28359613882991,21
"1468","expert",2.08823529411765,1.13798458366358,34,2.2,1.31656117720877,10,2.04166666666667,1.08263634211833,24
"1469","pub",2.89285714285714,1.06594717797993,28,3.55555555555556,0.726483157256779,9,2.57894736842105,1.07060675806262,19
"1470","damn",3,1.33012434352235,27,2.88888888888889,1.45296631451356,9,3,1.3228756555323,17
"1471","review",2.27272727272727,1.00848671510608,33,1.8,1.03279555898864,10,2.47826086956522,0.94722394478868,23
"1472","journal",1.86111111111111,0.930522979766226,36,1.53333333333333,0.833809387832792,15,2.0952380952381,0.943650459903555,21
"1473","mixer",2.5625,1.13414739896569,32,2.63636363636364,1.36181696807811,11,2.52380952380952,1.03048763306736,21
"1474","female",2.06896551724138,1.19316609078411,29,2.23076923076923,1.36344209960466,13,1.9375,1.06262254195301,16
"1475","samba",3.10810810810811,1.19684269326943,37,2.84615384615385,1.40511884705849,13,3.34782608695652,0.982052380207062,23
"1476","east",2.10810810810811,1.10009554594599,37,2,1.09544511501033,16,2.19047619047619,1.12334534400814,21
"1477","bonsai",3.14705882352941,1.45918933370089,34,3.07692307692308,1.25575597825496,13,3.15,1.63111198750713,20
"1478","knot",2.21621621621622,1.10893179669885,37,2,1.13389341902768,15,2.36363636363636,1.09307145000004,22
"1479","green",2.51515151515152,0.905580342971157,33,2.58823529411765,1.00366973710303,17,2.4375,0.813941029804985,16
"1480","braid",2.21212121212121,0.96038975673863,33,2.09090909090909,0.831209414593634,11,2.27272727272727,1.03195691040618,22
"1481","drape",2.33333333333333,1.14354374979373,27,2,0.894427190999916,11,2.5625,1.26326297077581,16
"1482","rank",1.8,1.07921540127675,35,1.92857142857143,1.26881445053645,14,1.71428571428571,0.956182887467515,21
"1483","concrete",1.94117647058824,0.951591218277217,34,1.47058823529412,0.799816155346303,17,2.41176470588235,0.870260272089029,17
"1484","bride",2.28571428571429,1.06578070058627,42,2.29411764705882,1.21267812518166,17,2.20833333333333,0.931532942621143,24
"1485","daisy",2.6,1.1682062670406,35,2.4375,1.09354164682162,16,2.73684210526316,1.24016599530322,19
"1486","chase",2.55555555555556,1.27491051662335,36,2.77777777777778,1.43713585896539,18,2.33333333333333,1.08465228909328,18
"1487","stern",1.8,0.833137231828481,35,1.81818181818182,0.873862897505303,11,1.79166666666667,0.832970935693524,24
"1488","trot",3.07692307692308,1.28523222117568,39,2.95,1.356271980176,20,3.21052631578947,1.22832077643609,19
"1489","footing",2.43243243243243,1.21427940543949,37,2.70588235294118,1.31171194829281,17,2.15789473684211,1.11868761873192,19
"1490","brake",2,1.03279555898864,31,2.35714285714286,1.15072838853303,14,1.70588235294118,0.848874687627165,17
"1491","pattern",2.27272727272727,1.2814232144555,33,2.1875,1.27638813323639,16,2.35294117647059,1.3200935795706,17
"1492","lust",2.82352941176471,1.24244598041937,34,3.18181818181818,0.981649817214043,11,2.65217391304348,1.33514369850296,23
"1493","poncho",2.83333333333333,1.11674815279973,30,2.6,1.07496769977314,10,2.95,1.14593101656986,20
"1494","latex",2.96969696969697,1.28658580370803,33,3.15384615384615,0.987096233585649,13,2.85,1.46089374230838,20
"1495","poor",1.63636363636364,0.929320377284585,33,1.84615384615385,1.14354374979373,13,1.5,0.760885910252682,20
"1496","gallows",1.86363636363636,1.21216525642319,44,2,1.29614813968157,26,1.66666666666667,1.08465228909328,18
"1497","period",2.64864864864865,1.20683737780053,37,2.68421052631579,1.15723000589758,19,2.61111111111111,1.28972814686292,18
"1498","passion",2.27777777777778,1.20974876048379,36,2.6875,1.25,16,1.95,1.09904264559757,20
"1499","shoeshine",2.675,1.20655262246171,40,3.09090909090909,1.44599761096244,11,2.51724137931034,1.08958346088154,29
"1500","vial",2.36363636363636,1.16774841624228,33,2.46153846153846,1.19828937903056,13,2.3,1.1742858972248,20
"1501","stain",2.39024390243902,1.09265842742569,41,2.40909090909091,1.14055504069983,22,2.36842105263158,1.06513047274811,19
"1502","spider",2.02941176470588,1.08670461314059,34,2.07142857142857,1.20666646429076,14,2,1.02597835208515,20
"1503","quota",2.03030303030303,1.10354113213012,33,1.6875,0.873212459828649,16,2.35294117647059,1.22173935797433,17
"1504","mountain",2.06060606060606,1.02893737477658,33,1.7,0.948683298050514,10,2.21739130434783,1.04257207028537,23
"1505","grin",3.23529411764706,1.3040455357687,34,2.93333333333333,1.16291915126588,15,3.47368421052632,1.38918125577748,19
"1506","softball",2.46428571428571,1.03573709152049,28,2.875,1.1259916264596,8,2.3,0.978720969859186,20
"1507","lordship",2.33333333333333,1.30930734141595,36,1.85714285714286,1.09945041215655,14,2.63636363636364,1.36435767358558,22
"1508","rookie",2.55,1.15358971509338,40,2.05555555555556,1.21132995564293,18,2.95454545454545,0.950051263141838,22
"1509","whiff",3.5,1.07763181216065,32,3.38461538461538,1.32529629004621,13,3.57894736842105,0.901590537370498,19
"1510","prize",2.33333333333333,1.33143804689789,45,2.5625,1.45916642870739,16,2.20689655172414,1.2643267645224,29
"1511","pounce",3.16666666666667,1.23409420456751,30,3.2,1.31656117720877,10,3.15,1.22581873821025,20
"1512","crystal",2.1875,1.14828062210279,32,1.93333333333333,1.27988094684437,15,2.46666666666667,0.990430401872025,15
"1513","moped",2.41935483870968,1.36073983671597,31,2.6,1.40407570003493,15,2.25,1.34164078649987,16
"1514","bowel",2.90909090909091,1.32626739417271,44,2.73684210526316,1.44691646319405,19,3.04,1.24096736459909,25
"1515","squadron",2.16,0.94339811320566,25,2.41666666666667,0.90033663737852,12,1.92307692307692,0.954073587443029,13
"1516","retire",2.0625,1.01401469735483,32,1.8,0.918936583472681,10,2.18181818181818,1.05272271193563,22
"1517","quail",2.93103448275862,1.30742479933315,29,2.625,1.30247018062932,8,3.04761904761905,1.32197543381829,21
"1518","outfit",2.43333333333333,1.30472175216584,30,2.35714285714286,1.33630620956212,14,2.5,1.31656117720877,16
"1519","tribe",2.30769230769231,1.12318229221194,26,2.6,1.26491106406735,10,2.125,1.02469507659596,16
"1520","wrestle",2.32258064516129,1.16582150646925,31,2.57142857142857,1.34245960914949,14,2.11764705882353,0.992619825334483,17
"1521","dissent",1.81481481481481,0.921413505980268,27,1.5,0.849836585598797,10,2,0.935414346693485,17
"1522","shred",2.55,1.3194793067819,40,2.9047619047619,1.48002573980191,21,2.15789473684211,1.01451454700358,19
"1523","brew",2.54545454545455,1.12057209414737,33,2.33333333333333,1.07308673997732,12,2.66666666666667,1.15470053837925,21
"1524","tile",1.90322580645161,0.978258272294095,31,1.5625,0.892094912738176,16,2.26666666666667,0.961150104723255,15
"1525","surplus",2.17241379310345,1.25552964114869,29,2,1.11803398874989,9,2.25,1.33278497495796,20
"1526","arctic",1.90909090909091,1.07132034085388,33,1.53333333333333,0.743223352957207,15,2.22222222222222,1.21536997782837,18
"1527","rawhide",2.97435897435897,1.13525280020701,39,2.76923076923077,1.30088727117598,13,3.07692307692308,1.05538910068569,26
"1528","rebound",2.125,0.991814323436556,24,1.63636363636364,0.80903983495589,11,2.53846153846154,0.967417922046845,13
"1529","lobby",2.31707317073171,1.19245596124645,41,2.2,1.26491106406735,15,2.38461538461538,1.1688258408137,26
"1530","stalemate",2.31818181818182,1.12911105516321,22,2.44444444444444,1.33333333333333,9,2.23076923076923,1.01273936708367,13
"1531","standpoint",1.8125,1.0297979758029,32,1.85714285714286,1.02710518202619,14,1.82352941176471,1.07443555632987,17
"1532","satchel",2.6551724137931,1.31681059677664,29,2.69230769230769,1.31558702896054,13,2.625,1.36014705087354,16
"1533","mother",2.18918918918919,1.24360224611672,37,2.27777777777778,1.31978409800978,18,2.10526315789474,1.19697474409935,19
"1534","eyesight",2.08108108108108,1.21056411043177,37,1.82352941176471,1.33394593769983,17,2.3,1.08093526754916,20
"1535","shoe",2.78571428571429,1.03125751560513,28,3,1.11803398874989,9,2.68421052631579,1.00291971424256,19
"1536","brunt",2.47826086956522,1.20111937251698,23,2.27272727272727,1.4893561757289,11,2.66666666666667,0.887625364598595,12
"1537","dealer",1.95,1.05006265477226,20,2.22222222222222,1.20185042515466,9,1.72727272727273,0.904534033733291,11
"1538","seaman",3.33333333333333,1.24211800681624,36,3.47368421052632,1.3067525929499,19,3.17647058823529,1.18507880105328,17
"1539","mileage",2.625,1.09594112821891,24,2.66666666666667,1,9,2.6,1.18321595661992,15
"1540","tier",2.42307692307692,0.945434373103789,26,2.5,1.01904933073014,14,2.27272727272727,0.904534033733291,11
"1541","horde",2.6,1.45270259433451,30,2.83333333333333,1.42457423980145,18,2.25,1.48477117918737,12
"1542","fix",2.1025641025641,1.11908966281273,39,2.33333333333333,1.30267789455786,12,2,1.03774904332554,27
"1543","trigger",2.76923076923077,1.14219761189357,26,3,0.942809041582063,10,2.625,1.25830573921179,16
"1544","guidance",1.93939393939394,1.08798534972311,33,1.6,0.966091783079296,10,2.08695652173913,1.12464311423107,23
"1545","trader",1.96666666666667,0.850287307765514,30,1.91666666666667,0.792961461098759,12,2,0.90748521297303,18
"1546","bellboy",2.75,1.13592366849413,32,2.77272727272727,1.1518853358038,22,2.7,1.15950180872841,10
"1547","player",2.05714285714286,1.18676171211602,35,1.9375,1.28937969582276,16,2.15789473684211,1.11868761873192,19
"1548","ditty",3.35897435897436,1.0383990584493,39,3.21052631578947,1.08417646003371,19,3.5,1,20
"1549","grape",2.61111111111111,1.22539271320965,36,2.27777777777778,1.40610247955351,18,2.94444444444444,0.937595311059234,18
"1550","dribble",3.19444444444444,1.28328695030589,36,2.72222222222222,1.44733245725717,18,3.66666666666667,0.90748521297303,18
"1551","module",2,1.16619037896906,26,2.11111111111111,1.16666666666667,9,1.94117647058824,1.19742370504837,17
"1552","tee",2.56666666666667,1.30472175216584,30,2.58333333333333,1.31137217055151,12,2.55555555555556,1.33822631613738,18
"1553","garage",1.96774193548387,0.982645102694489,31,1.88888888888889,1.05409255338946,9,2,0.975900072948533,22
"1554","reprieve",2.29032258064516,0.937853875863995,31,2,0.925820099772551,8,2.39130434782609,0.940943937793929,23
"1555","ink",2.21212121212121,1.13901206527784,33,1.94444444444444,1.1617543641469,18,2.53333333333333,1.06009882737862,15
"1556","opening",2.57142857142857,1.24347034037606,35,3.08333333333333,1.56427928995103,12,2.30434782608696,0.973969507115348,23
"1557","empress",2.11538461538462,1.10731831293167,26,2.5,1.08711461300922,12,1.78571428571429,1.05090228108783,14
"1558","polo",2.52173913043478,1.23838476974835,23,2.2,1.09544511501033,5,2.61111111111111,1.28972814686292,18
"1559","biscuit",2.72,1.20830459735946,25,3.125,0.640869944461656,8,2.625,1.36014705087354,16
"1560","guidebook",2.13157894736842,1.18939122814945,38,2,1.26491106406735,11,2.18518518518519,1.17790678216249,27
"1561","circuit",2.33333333333333,1.13651514141549,33,2.42857142857143,1.12122382116278,21,2.16666666666667,1.19341628287971,12
"1562","gate",1.80555555555556,0.980362744656849,36,1.64285714285714,0.841897386141095,14,1.90909090909091,1.06498785636228,22
"1563","traitor",1.6551724137931,0.973794568720203,29,1.38461538461538,0.767947647788304,13,1.875,1.08781125813871,16
"1564","shutter",2.41666666666667,0.974307632279888,24,2.33333333333333,1.36626010212795,6,2.44444444444444,0.855585263892997,18
"1565","tuck",2.35,1.05125078127353,40,2.45454545454545,1.12815214963553,11,2.31034482758621,1.03866151078691,29
"1566","czar",2.7,1.3683617186634,30,3.6,1.34989711542111,10,2.25,1.16415770318919,20
"1567","raft",1.90909090909091,1.01129979369486,33,1.84615384615385,1.14354374979373,13,2,0.942809041582063,19
"1568","skyline",2.11428571428571,1.20712172424443,35,2.21428571428571,1.05090228108783,14,2.04761904761905,1.32197543381829,21
"1569","effort",1.85,1.02657009202789,40,2.14285714285714,1.23145585242976,14,1.69230769230769,0.884046639911301,26
"1570","heave",2.75609756097561,1.17856878893169,41,2.25,1.12546286774228,16,3.08,1.11504857891185,25
"1571","alcove",2.02702702702703,1.04047228823385,37,1.88235294117647,1.11143786045242,17,2.15,0.988086934168084,20
"1572","tray",1.80952380952381,0.993591544829094,42,2.09090909090909,1.01929438287525,22,1.5,0.888523316638639,20
"1573","gravy",2.70967741935484,1.2959822114802,31,3,1.22474487139159,13,2.5,1.33944676902773,18
"1574","trooper",2.39473684210526,1.36638156366547,38,2.47368421052632,1.61136315834457,19,2.31578947368421,1.10818327700728,19
"1575","lifer",2.3448275862069,1.14254921960142,29,2.66666666666667,1,9,2.2,1.19648608323224,20
"1576","gross",2.17948717948718,1.14413366149136,39,2.13636363636364,1.20694239991391,22,2.23529411764706,1.0914103126635,17
"1577","jaw",2.20588235294118,1.27396807354283,34,2.2,1.54919333848297,10,2.20833333333333,1.17876747224514,24
"1578","blueprint",2.48275862068966,1.08958346088154,29,2.66666666666667,1.11803398874989,9,2.4,1.09544511501033,20
"1579","upstart",2.75862068965517,1.05746234022079,29,3.22222222222222,0.666666666666667,9,2.55,1.14593101656986,20
"1580","milkman",2.72222222222222,1.38586973436717,36,2.53333333333333,1.55226409142382,15,2.85714285714286,1.27615493909299,21
"1581","goody",3.10344827586207,1.39757002344904,29,2.625,1.40788595317336,8,3.28571428571429,1.38357714432037,21
"1582","highlight",2.25714285714286,1.09390980225162,35,2.38888888888889,0.916443823180533,18,2.11764705882353,1.26897364734145,17
"1583","falcon",2.48571428571429,1.03955387975206,35,2.38461538461538,1.12089707663561,13,2.54545454545455,1.01076457280863,22
"1584","eagle",1.75,0.937321411561386,36,1.9,0.994428926011753,10,1.69230769230769,0.928190961784514,26
"1585","carpal",2.67567567567568,1.2704779077631,37,2.75,1.21543108701099,12,2.64,1.31909059582729,25
"1586","tummy",3.25806451612903,1.31574419842875,31,3.13333333333333,1.50554530541816,15,3.375,1.1474609652039,16
"1587","lung",1.81578947368421,0.833594079643043,38,2.04761904761905,0.804747816162957,21,1.52941176470588,0.799816155346303,17
"1588","blob",3.54545454545455,1.1481209945741,33,3.46153846153846,1.19828937903056,13,3.6,1.14248114115496,20
"1589","lather",3.13888888888889,1.01848003775312,36,3.33333333333333,1.15470053837925,12,3.04166666666667,0.954584665735822,24
"1590","checkup",2.21621621621622,1.13370423183707,37,2.38888888888889,1.09215862287323,18,2.05263157894737,1.17727011016194,19
"1591","stem",1.93333333333333,1.11210683353507,30,2.25,1.35680105059994,12,1.72222222222222,0.894792486988599,18
"1592","barrel",2.34883720930233,1.17278100359446,43,2.19047619047619,1.24976188208185,21,2.5,1.10194633003868,22
"1593","squeeze",3.3448275862069,1.07822148761499,29,3.23076923076923,1.16575055606865,13,3.4375,1.03077640640442,16
"1594","lantern",1.97435897435897,1.0383990584493,39,1.75,0.866025403784439,12,2.07407407407407,1.10682935679861,27
"1595","groom",2.08333333333333,1.10006587418037,24,1.69230769230769,1.03155347127648,13,2.54545454545455,1.03572548135463,11
"1596","burro",3.10344827586207,1.29131238851374,29,3.46153846153846,1.26592420885458,13,2.8125,1.27638813323639,16
"1597","girth",3.15625,1.32249458807357,32,2.9375,1.48183444869302,16,3.375,1.1474609652039,16
"1598","code",2.03125,0.999495840653612,32,2.14285714285714,0.949262293098647,14,1.94444444444444,1.05564155136453,18
"1599","cash",2.34375,1.12477596335534,32,2,1.4142135623731,11,2.52380952380952,0.928388260322567,21
"1600","mattress",2.25,1.16397539049476,32,1.85714285714286,1.21498579258791,7,2.36,1.15036226178249,25
"1601","ketchup",2.47619047619048,1.31108027024627,42,2.35,1.38696943388321,20,2.59090909090909,1.25959520742979,22
"1602","volume",2.21428571428571,1.19743995000269,28,2.5625,1.26326297077581,16,1.75,0.965307299163423,12
"1603","sensor",2.07894736842105,1.17131432177631,38,1.95,1.27630222456166,20,2.29411764705882,1.04670350878084,17
"1604","fathom",2.48571428571429,1.14715578129329,35,2.63636363636364,1.5015143870591,11,2.41666666666667,0.974307632279888,24
"1605","moo",3.7,1.26354727815699,30,3.16666666666667,1.52752523165195,12,4.05555555555556,0.937595311059234,18
"1606","fitness",2.05882352941176,1.15315578780351,34,2.2,1.28144655103437,20,1.85714285714286,0.949262293098647,14
"1607","tantrum",2.53191489361702,1.36495045028377,47,2.76190476190476,1.44584791402007,21,2.34615384615385,1.29436649191201,26
"1608","weirdo",3.67741935483871,1.13686987746161,31,3.53846153846154,1.05003052458683,13,3.77777777777778,1.21536997782837,18
"1609","prude",2.60869565217391,1.46904825203205,23,2.63636363636364,1.36181696807811,11,2.58333333333333,1.62135371797393,12
"1610","bran",2.15384615384615,1.08914407578326,39,2.3,1.1742858972248,20,2,1,19
"1611","horror",1.6969696969697,0.951474135383107,33,1.69230769230769,0.947330933431342,13,1.7,0.978720969859186,20
"1612","ache",1.97368421052632,0.999644317968475,38,2.38461538461538,1.12089707663561,13,1.76,0.879393730551528,25
"1613","flan",3.125,1.38540782396725,32,3.05263157894737,1.31122013621437,19,3.23076923076923,1.53589529557661,13
"1614","slope",2.30555555555556,1.03701341620869,36,2.33333333333333,0.970142500145332,18,2.27777777777778,1.12749360533236,18
"1615","baboon",3.70731707317073,1.07805153956164,41,3.83333333333333,1.19341628287971,12,3.6551724137931,1.04457312090926,29
"1616","squad",2.23255813953488,1.06541316158223,43,2.17647058823529,1.07443555632987,17,2.26923076923077,1.07917347290201,26
"1617","chum",3.65217391304348,0.884651736929383,23,3.75,0.886405260427918,8,3.6,0.9102589898328,15
"1618","playwright",2.0952380952381,1.33999497286141,42,1.83333333333333,1.38266579688743,18,2.29166666666667,1.30147630777903,24
"1619","haze",1.95454545454545,1.01051553627276,44,2.15384615384615,1.06818801763811,13,1.87096774193548,0.991360529234814,31
"1620","fight",2.09090909090909,1.0417424214878,33,2.28571428571429,0.913873533463375,14,1.94736842105263,1.12909423927748,19
"1621","patent",2.09090909090909,1.15552034717147,33,2.30769230769231,1.31558702896054,13,1.95,1.05006265477226,20
"1622","township",1.97058823529412,1.14111306952166,34,1.86666666666667,1.18723367940933,15,2.05263157894737,1.12909423927748,19
